,Event date,State Code,Country,Injury severity,Aircraft damage,Make,Model,Number of engines,Engine type,FAR description,Purpose of flight,Total fatal injuries,Total serious injuries,Total minor injuries,Total uninjured,Weather condition,Report status,Region,Year,Total passengers,Total injuries
61510,2006-10-06,MD,United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2006,2.0,0.0
61543,2006-10-11,CO,United States,Non-Fatal,Substantial,Mcdonnell douglas,MD-90-30,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,155.0,VMC,Probable Cause,West,2006,155.0,0.0
61549,2006-10-12,OR,United States,Non-Fatal,Substantial,Beech,E-55,2.0,Reciprocating,091,Personal,0.0,0.0,2.0,0.0,VMC,Probable Cause,West,2006,2.0,2.0
61550,2006-10-12,MD,United States,Non-Fatal,Substantial,Beech,BE-200,2.0,Turbo Prop,Unknown,Flight Test,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2006,2.0,0.0
61580,2006-10-19,CA,United States,Incident,Unknown,Boeing,737-790,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,5.0,VMC,Probable Cause,West,2006,5.0,0.0
61605,2006-10-23,CO,United States,Incident,Unknown,Airbus,A319-111,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,136.0,VMC,Probable Cause,West,2006,136.0,0.0
61611,2006-10-26,IL,United States,Fatal(1),Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Unknown,1.0,0.0,0.0,0.0,IMC,Probable Cause,Midwest,2006,1.0,1.0
61623,2006-10-28,NJ,United States,Incident,Unknown,Boeing,757-224,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,154.0,VMC,Probable Cause,Northeast,2006,154.0,0.0
61631,2006-10-30,WA,United States,Incident,Unknown,Boeing,737-200,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,76.0,VMC,Probable Cause,West,2006,76.0,0.0
61634,2006-10-31,NJ,United States,Non-Fatal,Substantial,Boeing,747-400,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,312.0,VMC,Probable Cause,Northeast,2006,312.0,0.0
61641,2006-11-01,FL,United States,Fatal(2),Destroyed,Beech,BE-76,2.0,Reciprocating,Unknown,Instructional,2.0,0.0,0.0,0.0,VMC,Probable Cause,South,2006,2.0,2.0
61665,2006-11-07,WI,United States,Non-Fatal,Substantial,Boeing,717-200,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,59.0,VMC,Probable Cause,Midwest,2006,59.0,0.0
61670,2006-11-07,WI,United States,Non-Fatal,Minor,Boeing,717-200,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,59.0,VMC,Probable Cause,Midwest,2006,59.0,0.0
61671,2006-11-07,IL,United States,Non-Fatal,Minor,Airbus,A-320-200,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,216.0,IMC,Probable Cause,Midwest,2006,216.0,0.0
61678,2006-11-10,TN,United States,Non-Fatal,Substantial,Boeing,717-200,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,122.0,VMC,Probable Cause,South,2006,122.0,0.0
61766,2006-12-01,CA,United States,Non-Fatal,Substantial,Learjet,36,2.0,Turbo Fan,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,2006,3.0,0.0
61825,2006-12-15,CO,United States,Incident,Minor,Boeing,737-824,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,1.0,159.0,VMC,Probable Cause,West,2006,160.0,1.0
61836,2006-12-18,CA,United States,Fatal(3),Destroyed,Beech,D95A,2.0,Reciprocating,Unknown,Instructional,3.0,0.0,0.0,0.0,VMC,Probable Cause,West,2006,3.0,3.0
61849,2006-12-22,WI,United States,Non-Fatal,Substantial,Beech,99,2.0,Turbo Prop,091,Positioning,0.0,0.0,0.0,1.0,IMC,Probable Cause,Midwest,2006,1.0,0.0
61855,2006-12-23,AK,United States,Non-Fatal,Substantial,Boeing,747-228F,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,3.0,IMC,Probable Cause,West,2006,3.0,0.0
61861,2006-12-26,CA,United States,Non-Fatal,Substantial,Boeing,737-3A4,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,208.0,VMC,Probable Cause,West,2006,208.0,0.0
61867,2006-12-26,FL,United States,Incident,Unknown,Boeing,747-436,4.0,Turbo Fan,129,Unknown,0.0,0.0,0.0,368.0,VMC,Probable Cause,South,2006,368.0,0.0
61868,2006-12-26,CA,United States,Non-Fatal,Minor,Boeing,737-7H4,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,208.0,VMC,Probable Cause,West,2006,208.0,0.0
61878,2006-12-29,SD,United States,Non-Fatal,Substantial,Beech,B-99,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,1.0,0.0,IMC,Probable Cause,Midwest,2006,1.0,1.0
61898,2007-01-01,ia,Indonesia,Fatal(102),Destroyed,Boeing,737-400,2.0,Unknown,Unknown,Unknown,102.0,0.0,0.0,0.0,Unknown,Foreign,Unknown,2007,102.0,102.0
61901,2007-01-02,IN,United States,Fatal(1),Destroyed,Beech,58,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,Midwest,2007,1.0,1.0
61921,2007-01-07,NY,United States,Incident,Minor,Mcdonnell douglas,MD11,3.0,Turbo Fan,129,Unknown,0.0,0.0,0.0,253.0,Unknown,Foreign,Northeast,2007,253.0,0.0
61928,2007-01-10,OH,United States,Non-Fatal,Substantial,Learjet,35A,2.0,Turbo Fan,135,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Midwest,2007,2.0,0.0
61954,2007-01-17,AK,United States,Non-Fatal,Substantial,Douglas,C54G-DC,4.0,Reciprocating,125,Other Work Use,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,2007,2.0,0.0
62013,2007-02-02,CO,United States,Incident,Unknown,Boeing,737-522,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,101.0,VMC,Probable Cause,West,2007,101.0,0.0
62022,2007-02-04,FL,United States,Incident,Minor,Mcdonnell douglas,DC-8-71F,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,3.0,IMC,Probable Cause,South,2007,3.0,0.0
62024,2007-02-06,MT,United States,Fatal(3),Substantial,Beech,200,2.0,Turbo Shaft,091,Unknown,3.0,0.0,0.0,0.0,VMC,Probable Cause,West,2007,3.0,3.0
62039,2007-02-09,KS,United States,Fatal(1),Destroyed,Beech,H-18,2.0,Reciprocating,Unknown,Unknown,1.0,0.0,0.0,0.0,IMC,Probable Cause,Midwest,2007,1.0,1.0
62044,2007-02-10,NY,United States,Incident,Unknown,Airbus,A-320-232,2.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,136.0,VMC,Probable Cause,Northeast,2007,136.0,0.0
62046,2007-02-10,na,China,Incident,Unknown,Airbus,A300,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,2.0,Unknown,Foreign,Unknown,2007,2.0,0.0
62062,2007-02-16,CO,United States,Incident,Minor,Airbus,A319-111,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,5.0,VMC,Probable Cause,West,2007,5.0,0.0
62072,2007-02-18,OH,United States,Non-Fatal,Substantial,Embraer,ERJ-170,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,74.0,IMC,Probable Cause,Midwest,2007,74.0,0.0
62096,2007-02-23,IL,United States,Non-Fatal,Unknown,Boeing,777,2.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,103.0,VMC,Probable Cause,Midwest,2007,104.0,1.0
62101,2007-02-24,TX,United States,Incident,Minor,Embraer,EMB-145LR,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,26.0,VMC,Probable Cause,South,2007,26.0,0.0
62128,2007-03-04,FL,United States,Fatal(1),Substantial,Beech,95-C55,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,South,2007,1.0,1.0
62150,2007-03-09,IN,United States,Fatal(2),Substantial,Beech,58,2.0,Reciprocating,091,Executive/corporate,2.0,0.0,0.0,0.0,VMC,Probable Cause,Midwest,2007,2.0,2.0
62182,2007-03-15,IL,United States,Non-Fatal,Substantial,Boeing,767-300,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,203.0,VMC,Probable Cause,Midwest,2007,203.0,0.0
62196,2007-03-17,OK,United States,Fatal(1),Destroyed,Beech,58P,2.0,Reciprocating,Unknown,Personal,1.0,1.0,2.0,0.0,VMC,Probable Cause,South,2007,4.0,4.0
62210,2007-03-19,GA,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Positioning,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2007,2.0,0.0
62233,2007-03-24,NM,United States,Incident,Minor,Beech,200,2.0,Turbo Prop,Unknown,Positioning,0.0,0.0,0.0,1.0,IMC,Probable Cause,West,2007,1.0,0.0
62239,2007-03-25,GA,United States,Non-Fatal,Substantial,Beech,BE-90,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,2007,3.0,0.0
62250,2007-03-29,FL,United States,Non-Fatal,Substantial,Mcdonnell douglas,DC-9-83 (MD-83),2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,1.0,156.0,VMC,Probable Cause,South,2007,157.0,1.0
62253,2007-03-29,GA,United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,2007,3.0,0.0
62258,2007-03-31,ID,United States,Non-Fatal,Substantial,Swearingen,SA-226T,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,7.0,VMC,Probable Cause,West,2007,7.0,0.0
62266,2007-03-31,FL,United States,Incident,Minor,Beech,E-55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2007,2.0,0.0
62267,2007-03-31,CA,United States,Incident,Minor,Learjet,Unknown,2.0,Turbo Fan,135,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,2007,3.0,0.0
62288,2007-04-06,AL,United States,Non-Fatal,Substantial,Beech,D50E,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,South,2007,4.0,0.0
62312,2007-04-11,IL,United States,Non-Fatal,Substantial,Swearingen,SA-226T,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,5.0,IMC,Probable Cause,Midwest,2007,5.0,0.0
62319,2007-04-12,CA,United States,Non-Fatal,Unknown,Boeing,757-200,2.0,Turbo Jet,Unknown,Unknown,0.0,1.0,5.0,106.0,VMC,Probable Cause,West,2007,112.0,6.0
62353,2007-04-18,NY,United States,Fatal(1),Destroyed,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,Northeast,2007,1.0,1.0
62388,2007-04-22,GA,United States,Incident,Minor,Airbus,A319-111,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,129.0,VMC,Probable Cause,South,2007,129.0,0.0
62389,2007-04-22,GA,United States,Fatal(5),Destroyed,Beech,58,2.0,Reciprocating,Unknown,Personal,5.0,0.0,0.0,0.0,VMC,Probable Cause,South,2007,5.0,5.0
62397,2007-04-24,CA,United States,Non-Fatal,Unknown,Boeing,757-24APF,2.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,2.0,VMC,Probable Cause,West,2007,3.0,1.0
62402,2007-04-25,MD,United States,Non-Fatal,Unknown,Boeing,737-300,2.0,Turbo Fan,121,Unknown,0.0,1.0,0.0,102.0,IMC,Probable Cause,South,2007,103.0,1.0
62408,2007-04-26,AK,United States,Non-Fatal,Substantial,Beech,D18S,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,2007,1.0,0.0
62422,2007-04-28,PR,United States,Non-Fatal,Unknown,Aerospatiale,ATR 72-212,2.0,Turbo Prop,Unknown,Unknown,0.0,1.0,2.0,50.0,VMC,Probable Cause,Unknown,2007,53.0,3.0
62453,2007-05-02,GA,United States,Incident,Unknown,Mcdonnell douglas,DC-10-30,3.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,306.0,VMC,Probable Cause,South,2007,306.0,0.0
62544,2007-05-17,NY,United States,Fatal(3),Substantial,Beech,BE-A55,2.0,Reciprocating,Unknown,Personal,3.0,0.0,0.0,0.0,IMC,Probable Cause,Northeast,2007,3.0,3.0
62550,2007-05-18,NY,United States,Non-Fatal,Substantial,Douglas,DC-9-31,2.0,Turbo Jet,121,Unknown,0.0,0.0,0.0,99.0,VMC,Probable Cause,Northeast,2007,99.0,0.0
62552,2007-05-19,MT,United States,Non-Fatal,Substantial,Beech,B-99,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,2007,1.0,0.0
62574,2007-05-23,FL,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2007,2.0,0.0
62615,2007-05-30,AK,United States,Non-Fatal,Substantial,Douglas,DC-4,4.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,2007,2.0,0.0
62643,2007-06-03,CO,United States,Non-Fatal,Unknown,Boeing,757-251,2.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,172.0,VMC,Probable Cause,West,2007,173.0,1.0
62647,2007-06-04,ND,United States,Incident,Minor,Learjet,36,2.0,Turbo Fan,091,Business,0.0,0.0,0.0,2.0,Unknown,Probable Cause,Midwest,2007,2.0,0.0
62718,2007-06-16,NM,United States,Fatal(1),Destroyed,Beech,58,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,West,2007,1.0,1.0
62747,2007-06-20,WY,United States,Non-Fatal,Substantial,Beech,1900D,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,11.0,VMC,Probable Cause,West,2007,11.0,0.0
62783,2007-06-25,CA,United States,Non-Fatal,Substantial,Mcdonnell douglas,DC 10-10,3.0,Turbo Fan,Unknown,Aerial Application,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,2007,3.0,0.0
62802,2007-06-27,IL,United States,Non-Fatal,Substantial,Mcdonnell douglas,MD 83,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,501.0,VMC,Probable Cause,Midwest,2007,501.0,0.0
62803,2007-06-27,UN,United States,Non-Fatal,Unknown,Boeing,747-422,4.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,282.0,VMC,Probable Cause,Unknown,2007,283.0,1.0
62804,2007-06-27,IL,United States,Non-Fatal,Minor,Boeing,777-222,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,501.0,VMC,Probable Cause,Midwest,2007,501.0,0.0
62822,2007-06-29,CA,United States,Incident,Minor,Boeing,747-400,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,237.0,VMC,Probable Cause,West,2007,237.0,0.0
62847,2007-07-03,CA,United States,Fatal(2),Destroyed,Beech,E90,2.0,Turbo Prop,091,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,West,2007,2.0,2.0
62887,2007-07-08,NC,United States,Non-Fatal,Minor,Beech,B90,2.0,Turbo Prop,091,Skydiving,0.0,1.0,0.0,12.0,VMC,Probable Cause,South,2007,13.0,1.0
62889,2007-07-08,OK,United States,Non-Fatal,Unknown,Boeing,B737-800,2.0,Turbo Fan,Unknown,Unknown,0.0,1.0,2.0,101.0,VMC,Probable Cause,South,2007,104.0,3.0
62903,2007-07-10,MS,United States,Fatal(1),Unknown,Boeing,737-232,2.0,Turbo Fan,Unknown,Unknown,1.0,0.0,0.0,115.0,VMC,Probable Cause,South,2007,116.0,1.0
62917,2007-07-12,AK,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,West,2007,4.0,0.0
62918,2007-07-12,GA,United States,Non-Fatal,Unknown,Boeing,777-232,2.0,Turbo Fan,121,Unknown,0.0,1.0,0.0,250.0,VMC,Probable Cause,South,2007,251.0,1.0
62919,2007-07-12,nd,Ireland,Fatal(1),Destroyed,Aerospatiale,350B1,2.0,Turbo Shaft,Unknown,Unknown,1.0,1.0,0.0,0.0,Unknown,Foreign,Unknown,2007,2.0,2.0
62929,2007-07-14,CA,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,2007,1.0,0.0
62969,2007-07-19,CO,United States,Non-Fatal,Destroyed,Beech,C-45H,2.0,Reciprocating,Unknown,Instructional,0.0,1.0,1.0,0.0,VMC,Probable Cause,West,2007,2.0,2.0
62985,2007-07-21,FL,United States,Non-Fatal,Substantial,Learjet,25,2.0,Turbo Jet,Unknown,Positioning,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2007,2.0,0.0
63027,2007-07-26,FL,United States,Non-Fatal,Substantial,Beech,B60,2.0,Turbo Prop,Unknown,Personal,0.0,0.0,0.0,3.0,IMC,Probable Cause,South,2007,3.0,0.0
63036,2007-07-27,NY,United States,Non-Fatal,Substantial,Beech,65-A90,2.0,Turbo Prop,091,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,Northeast,2007,3.0,0.0
63084,2007-08-01,ND,United States,Non-Fatal,Substantial,Beech,B60,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,2007,1.0,0.0
63088,2007-08-02,ma,Panama,Non-Fatal,Unknown,Boeing,737-724,2.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,0.0,VMC,Foreign,Unknown,2007,1.0,1.0
63108,2007-08-05,NM,United States,Fatal(5),Destroyed,Beech,E90B,2.0,Turbo Prop,135,Unknown,5.0,0.0,0.0,0.0,VMC,Probable Cause,West,2007,5.0,5.0
63116,2007-08-07,IN,United States,Non-Fatal,Unknown,Embraer,EMB-145LR,2.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,38.0,VMC,Probable Cause,Midwest,2007,39.0,1.0
63129,2007-08-09,ia,French Polynesia,Fatal(20),Destroyed,De havilland,DHC6-33,2.0,Turbo Prop,Unknown,Unknown,20.0,0.0,0.0,0.0,VMC,Foreign,Unknown,2007,20.0,20.0
63160,2007-08-12,UT,United States,Incident,Unknown,Learjet,Unknown,2.0,Turbo Fan,091,Unknown,0.0,0.0,0.0,2.0,Unknown,Probable Cause,West,2007,2.0,0.0
63185,2007-08-16,UT,United States,Non-Fatal,Substantial,Beech,D55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,2007,2.0,0.0
63257,2007-08-27,FL,United States,Non-Fatal,Substantial,Beech,BE-76,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2007,2.0,0.0
63339,2007-09-08,GA,United States,Non-Fatal,Substantial,Beech,BE-55,2.0,Reciprocating,091,Positioning,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,2007,3.0,0.0
63391,2007-09-14,CO,Mexico,Non-Fatal,Substantial,Boeing,737-200,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,109.0,Unknown,Foreign,West,2007,109.0,0.0
63394,2007-09-15,GA,United States,Non-Fatal,Substantial,Beech,C-90,2.0,Turbo Prop,091,Positioning,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,2007,1.0,0.0
63418,2007-09-19,TN,United States,Non-Fatal,Substantial,Beech,B90,2.0,Turbo Prop,Unknown,Executive/corporate,0.0,0.0,4.0,0.0,VMC,Probable Cause,South,2007,4.0,4.0
63435,2007-09-21,FL,United States,Non-Fatal,Destroyed,Beech,H-18,2.0,Reciprocating,135,Unknown,0.0,1.0,0.0,0.0,VMC,Probable Cause,South,2007,1.0,1.0
63443,2007-09-22,KS,United States,Incident,Unknown,Beech,C90A,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,8.0,VMC,Probable Cause,Midwest,2007,8.0,0.0
63463,2007-09-28,MO,United States,Non-Fatal,Substantial,Mcdonnell douglas,DC-9-82 (MD-82),2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,143.0,VMC,Probable Cause,Midwest,2007,143.0,0.0
63532,2007-10-07,VI,United States,Fatal(1),Destroyed,Beech,D55,2.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,Unknown,2007,1.0,1.0
63547,2007-10-09,IL,United States,Incident,Minor,Airbus,A320-232,2.0,Turbo Fan,121,Unknown,0.0,0.0,2.0,125.0,VMC,Probable Cause,Midwest,2007,127.0,2.0
63584,2007-10-17,KS,United States,Non-Fatal,Substantial,Learjet,35A,2.0,Turbo Fan,091,Business,0.0,0.0,0.0,2.0,IMC,Probable Cause,Midwest,2007,2.0,0.0
63607,2007-10-20,ND,United States,Incident,Minor,Airbus,A320-211,2.0,Turbo Jet,121,Unknown,0.0,0.0,0.0,138.0,VMC,Probable Cause,Midwest,2007,138.0,0.0
63672,2007-11-02,KS,United States,Incident,Minor,Douglas,DC-8-73F,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,4.0,VMC,Probable Cause,Midwest,2007,4.0,0.0
63692,2007-11-06,FL,United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,135,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,2007,2.0,0.0
63696,2007-11-06,CA,United States,Fatal(2),Destroyed,Beech,A100,2.0,Turbo Prop,091,Executive/corporate,2.0,0.0,0.0,0.0,IMC,Probable Cause,West,2007,2.0,2.0
63746,2007-11-17,TX,United States,Incident,Minor,Boeing,737-300,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,138.0,VMC,Probable Cause,South,2007,138.0,0.0
63754,2007-11-21,CA,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,2007,2.0,0.0
63769,2007-11-25,AZ,United States,Incident,Minor,Boeing,737-832,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,166.0,VMC,Probable Cause,West,2007,166.0,0.0
63802,2007-12-04,DE,United States,Fatal(1),Destroyed,Beech,60,2.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,South,2007,1.0,1.0
63828,2007-12-10,ID,United States,Fatal(2),Destroyed,Beech,200,2.0,Turbo Prop,091,Executive/corporate,2.0,0.0,0.0,2.0,IMC,Probable Cause,West,2007,4.0,2.0
63836,2007-12-13,PA,United States,Non-Fatal,Substantial,Beech,BE-55,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Northeast,2007,1.0,0.0
63841,2007-12-14,NY,United States,Non-Fatal,Substantial,Embraer,EMB-190,2.0,Turbo Fan,091,Positioning,0.0,0.0,0.0,5.0,IMC,Probable Cause,Northeast,2007,5.0,0.0
63842,2007-12-14,NY,United States,Non-Fatal,Substantial,Boeing,B747-433BCF,4.0,Unknown,129,Positioning,0.0,0.0,0.0,5.0,IMC,Probable Cause,Northeast,2007,5.0,0.0
63845,2007-12-14,IL,United States,Non-Fatal,Minor,Boeing,777-222,2.0,Turbo Fan,121,Unknown,0.0,1.0,0.0,263.0,VMC,Probable Cause,Midwest,2007,264.0,1.0
63856,2007-12-17,NY,United States,Incident,Minor,Embraer,145,2.0,Unknown,121,Unknown,0.0,0.0,0.0,53.0,VMC,Probable Cause,Northeast,2007,53.0,0.0
63857,2007-12-17,AK,United States,Incident,Unknown,Beech,1900,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,1.0,1.0,VMC,Probable Cause,West,2007,2.0,1.0
63869,2007-12-20,CA,Antarctica,Non-Fatal,Substantial,Douglas,DC-3T,2.0,Unknown,Public Use,Public Aircraft - Federal,0.0,0.0,1.0,9.0,VMC,Probable Cause,West,2007,10.0,1.0
63888,2007-12-25,HI,United States,Non-Fatal,Unknown,Airbus,A330-323,2.0,Turbo Fan,121,Unknown,0.0,1.0,3.0,291.0,VMC,Probable Cause,West,2007,295.0,4.0
63889,2007-12-25,CA,United States,Non-Fatal,Unknown,Mcdonnell douglas,DC-9-83,2.0,Turbo Fan,121,Unknown,0.0,2.0,0.0,112.0,VMC,Probable Cause,West,2007,114.0,2.0
63932,2008-01-08,NE,United States,Non-Fatal,Unknown,Boeing,737-2H4,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,38.0,VMC,The improper installation of the swivel valve fittings by the operator's mechanic leading to the total loss of both hydraulic systems.  Contributing to the incident were the swivel valves leaking and the total failure of the hydraulic system.,Midwest,2008,38.0,0.0
63935,2008-01-09,MI,United States,Non-Fatal,Substantial,Airbus,A319-114,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,73.0,VMC,The separation of the engine cowling which resulted from maintenance personnel failing to follow maintenance procedures in that they did not latch the engine cowling following the maintenance inspection.  A factor associated with the accident was their attention was divereted from the task when another mechanic asked for assistance.,Midwest,2008,73.0,0.0
63963,2008-01-16,TX,United States,Non-Fatal,Substantial,Beech,58P,2.0,Reciprocating,091,Business,0.0,0.0,0.0,2.0,VMC,The pilot's loss of control on landing.  A factor was a gusting crosswind component.,South,2008,2.0,0.0
63985,2008-01-23,IL,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Flight Test,0.0,0.0,0.0,1.0,VMC,Maintenance personnel's improper replacement of the landing gear leg brace assembly which subsequently failed to keep the landing gear in the locked position.,Midwest,2008,1.0,0.0
63991,2008-01-25,NJ,United States,Non-Fatal,Unknown,Airbus,A320,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,107.0,VMC,a fault in the airplane's AC 1 electrical bus that caused a number of other electrical busses on the aircraft to lose power.,Northeast,2008,107.0,0.0
64010,2008-01-31,MS,United States,Non-Fatal,Substantial,Beech,C90-1,2.0,Turbo Prop,091,Personal,0.0,0.0,0.0,4.0,IMC,An inadvertent encounter with in-cloud turbulence.,South,2008,4.0,0.0
64021,2008-02-03,CO,United States,Non-Fatal,Unknown,De havilland,DHC-8-202,2.0,Turbo Prop,121,Unknown,0.0,1.0,1.0,20.0,VMC,The encounter with severe turbulence causing serious injury to the flight attendant.,West,2008,22.0,2.0
64029,2008-02-05,IA,United States,Non-Fatal,Substantial,Swearingen,SA-226AT,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,1.0,IMC,The pilot's failure to maintain directional control during the takeoff roll.  Contributing to the accident was the snow on the runway and the snowbank.,Midwest,2008,1.0,0.0
64082,2008-02-15,KY,United States,Non-Fatal,Unknown,Embraer,EMB-145LR,2.0,Turbo Jet,121,Unknown,0.0,0.0,1.0,52.0,VMC,The flight attendant's inadvertent slip on the galley's contaminated floor and falling during climb to cruise.,South,2008,53.0,1.0
64094,2008-02-17,DC,United States,Non-Fatal,Minor,Embraer,ERJ170,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,132.0,VMC,Inadequate ground separation maintained by the pilot of the Embraer E170.,South,2008,132.0,0.0
64096,2008-02-18,TX,United States,Non-Fatal,Minor,Mcdonnell douglas,MD-88,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,148.0,VMC,The airplane struck a large bird while making a visual approach to the airport.,South,2008,148.0,0.0
